time,open,high,low,close,BOS Demand,CHOCH Demand,BOS Supply,CHOCH Supply,New Demand Zone,New Supply Zone,Zone Mitigated,Zone Broken,Volume Spike,Bullish Sweep,Bearish Sweep,Bullish Confirmation,Bearish Confirmation,ATR Short Stop Loss,ATR Long Stop Loss,ATR,Volume,Volume EMA,Spike Threshold,CVD Oscillator,Bullish Divergence,Bearish Divergence,Bullish Cross,Bearish Cross,CVD,Signal
1638860400,15959.25,16167.25,15952.25,16147,0,0,0,0,0,0,0,0,0,0,0,1,0,16409.52624563465,15709.97375436535,161.51749708976723,101527,137160.84078730922,232466.64177144575,33523.67474498275,0,0,0,0,130216.00589454293,29938.933059536335
1638874800,16146.25,16228.5,16097.75,16228.5,0,0,0,0,0,0,0,0,0,0,0,1,0,16467.479728089318,15858.770271910682,159.31981872621242,212185,162168.89385820614,205741.26118096383,41644.16987972383,0,0,0,0,263693.7592406232,52201.29745773508
1638889200,16228.5,16344.25,16212.5,16336.75,0,0,0,0,0,0,0,0,0,0,0,1,0,16580.27581894008,15976.474181059919,157.3505459600544,310335,211557.59590547075,243253.34078730922,59405.48918497069,0,0,0,0,518674.8882728813,96627.35372584424
1638903600,16336.75,16375,16241.5,16366.75,0,0,0,0,0,0,0,0,0,0,0,1,0,16608.470403301504,16008.029596698496,155.64693553433622,187145,203420.0639369805,317336.3938582061,53441.495511763256,0,0,0,0,560729.9444526565,140827.6004617311
1638918000,16363.75,16410.5,16327.25,16403,0,0,0,0,0,0,1,0,0,0,0,1,0,16636.213588779967,16101.536411220031,150.4757258533122,58762,155200.70929132035,305130.0959054708,46856.409624971,0,1,0,0,27704.606606606605,130053.9819993383
1638932400,16403,16417.75,16380.5,16389,0,0,0,0,0,0,0,0,0,0,0,0,1,16631.33226100997,16166.917738990029,142.38817400664706,37828,116076.47286088024,232801.06393698053,37216.992837064376,0,1,0,0,13487.371707277745,118952.40006676111
1638946800,16388.75,16411,16347,16356.5,0,0,0,0,0,0,0,0,0,0,0,0,1,16616.183528080688,16141.816471919314,136.789018720458,62433,98195.31524058683,174114.70929132035,27476.14824032601,0,0,0,0,-17973.007198972256,105911.88508907222
1638961200,16356.25,16436,16251.5,16284.75,0,0,0,0,0,0,0,0,0,0,0,0,1,16646.295418932066,16041.204581067934,140.196945954711,238393,144927.8768270579,147292.97286088025,13611.045430990585,0,0,0,0,-110358.37034260368,85314.71790510308
1638975600,16284,16379,16254.5,16356.5,0,0,0,0,0,0,0,0,0,0,0,1,0,16587.613603294063,16045.886396705939,139.0757355293745,340219,210024.91788470524,217391.81524058682,29541.272071858977,0,0,0,0,87761.12764936418,85547.70930931842
1638990000,16356.25,16397.5,16318.25,16382,0,0,0,0,0,0,0,0,0,0,0,1,0,16599.70370305877,16116.04629694123,134.80246870584776,125246,181765.2785898035,315037.37682705786,27513.854065336316,0,0,0,0,128456.20020456924,89634.23225172327
1639004400,16380.75,16410.75,16372,16408.75,0,0,0,0,0,1,0,0,0,0,0,1,0,16602.662367126002,16180.087632873998,127.94157808400148,30395,131308.519059869,272647.91788470524,23906.837211939823,0,1,0,0,21962.83870967742,83189.33762867129
1639018800,16408.5,16420,16356.25,16376.75,0,0,0,0,0,0,0,0,0,0,0,0,1,16605.034698045572,16171.215301954426,123.35646536371566,35786,99467.679373246,196962.7785898035,17056.42366668846,0,1,0,0,4140.007337128402,75660.82998185768
1639033200,16376.75,16399,16317.25,16325,0,0,0,0,0,0,0,0,0,0,0,0,1,16579.57686247089,16136.673137529111,120.38457498059311,50234,83056.45291549734,149201.519059869,10037.330319083974,0,0,0,0,-27659.49725002756,65820.79881691623
1639047600,16325.25,16414.25,16303,16347,0,0,0,0,0,0,0,0,0,0,0,1,0,16593.848158008685,16123.401841991317,119.73210533912219,194350,120154.30194366489,124584.679373246,10810.675459179995,0,0,0,0,10337.01960390502,60536.62936805802
1639062000,16347.25,16365.75,16205,16243.5,0,0,0,0,0,0,0,0,1,0,0,0,1,16549.742932436635,16021.007067563365,122.66195495775631,423979,221429.20129577658,180231.45291549733,-17951.9608156302,0,0,0,1,-263304.17013170925,29694.648463318284
1639076400,16243,16261,16120.25,16155.25,0,0,0,0,0,0,0,0,0,0,0,0,1,16446.93093726259,15934.319062737412,123.95395817505944,238656,227171.46753051772,332143.8019436649,-29532.261202889084,0,0,0,0,-412093.257165457,-12380.390167993646
1639090800,16159,16191,16143.25,16181.5,0,0,0,0,0,0,0,0,0,0,0,1,0,16368.766227458118,15965.483772541882,118.51081830541234,24330,159557.64502034517,340757.2012957766,-23692.127787804537,0,0,0,0,11464.397905759162,-10109.457970493379
1639105200,16181,16188.75,16141.25,16165.5,0,0,0,0,0,0,0,0,0,0,0,0,1,16358.907925496824,15971.092074503176,113.4386169978829,11803,110306.09668023011,239336.46753051775,-20206.252882520927,0,0,0,0,7612.892642601268,-8421.615054960555
