time,open,high,low,close,Shapes,Shapes,Bullish Sweep,Bearish Sweep,ATR Short Stop Loss,ATR Long Stop Loss,VWAP,Upper Band #1,Lower Band #1,ATR,Volume,Volume EMA,Spike Threshold,CVD Oscillator,Bullish Divergence,Bearish Divergence,Bullish Cross,Bearish Cross
1776344400,4837.9,4844.8,4835.9,4837.5,0,1,0,0,4860.42882634802,4820.27117365198,4841.762906229454,4849.267231253912,4834.258581204996,10.419217565346909,6765,5704.515363227233,7761.409567261274,-53.874869724682696,0,0,0,0
1776346200,4837.6,4846.5,4805.1,4816,0,1,0,0,4865.448195894591,4786.15180410541,4839.36006095888,4848.8315998207045,4829.888522097056,12.632130596393532,25049,12152.676908818154,8556.77304484085,-1264.022122468405,0,1,0,0
1776348000,4815.8,4828.2,4806.1,4821.2,1,0,0,0,4848.162610473548,4786.137389526452,4837.594995730457,4848.357113720583,4826.832877740332,13.308406982365383,18530,14278.451272545435,18229.01536322723,-586.4421947025974,0,0,0,0
1776349800,4821.4,4823.1,4792.5,4810.4,0,1,0,0,4844.915281154009,4770.6847188459915,4835.509293713376,4848.294369998569,4822.724217428183,14.543520769339311,17016,15190.96751503029,21417.676908818154,-1031.3076581518196,0,0,0,0
1776351600,4810.3,4834.9,4809.6,4823.3,1,0,0,0,4857.8677610715795,4786.6322389284205,4834.726255228877,4847.494913125183,4821.95759733257,15.31184071438645,15240,15207.31167668686,22786.451272545433,-74.68121808287583,0,0,0,0
1776353400,4823,4833,4819.2,4828.6,1,0,1,0,4855.805778137896,4796.394221862104,4834.442274174724,4847.060901195578,4821.82364715387,15.203852091930289,9502,13305.541117791241,22810.96751503029,331.8567914056716,0,0,1,0
1776355200,4828.9,4831.4,4817.7,4820.2,0,1,0,0,4854.044651128045,4795.055348871954,4834.2141943064435,4846.806364408271,4821.622024204616,15.096434085363827,5351,10654.027411860829,19958.311676686862,-21.421405701849324,0,0,0,1
1776357000,4820.4,4821,4806,4812.9,0,1,0,0,4843.634318904614,4783.365681095386,4833.417368054501,4846.400110009331,4820.434626099671,15.089545936409268,10540,10616.018274573886,15981.041117791243,-485.414731971856,0,0,0,0
1776358800,4812.8,4816.6,4805.2,4805.9,0,1,0,0,4838.839010411428,4782.960989588572,4832.887245175752,4846.206267515657,4819.568222835846,14.826006940951501,6200,9144.012183049257,15924.027411860829,-717.5912550136972,0,0,0,0
1776360600,4806.1,4811.9,4801.9,4810.3,1,0,0,0,4833.621938239182,4780.178061760817,4832.22714640859,4845.96232627189,4818.49196654529,14.481292159454966,7717,8668.341455366171,13716.018274573886,-243.94076333799387,0,0,0,0
1776362400,4810.3,4815.9,4806.7,4807.8,0,1,0,0,4837.056085507812,4785.5439144921875,4831.834586594099,4845.75659100943,4817.912582178768,14.10405700520817,5256,7530.894303577448,13002.512183049257,-295.340463535748,0,0,0,0
1776364200,4807.8,4813.6,4807.3,4810.5,1,0,0,0,4833.919936542969,4786.980063457032,4831.653029104519,4845.653811024444,4817.652247184595,13.54662436197903,2535,5865.596202384966,11296.341455366171,-98.61657106233037,0,0,0,0
1776366000,4810.5,4816.2,4810.2,4811.7,1,0,0,0,4835.711369647042,4790.688630352957,4831.488663720539,4845.538935947661,4817.438391493417,13.007579764694812,2610,4780.397468256644,8798.39430357745,9.366198482811626,0,0,1,0
1776367800,4811.6,4819.8,4811.4,4814.7,1,0,0,0,4838.817700386539,4792.38229961346,4831.3053488695505,4845.3804603532135,4817.230237385887,12.678466924359508,3447,4335.931645504429,7170.596202384966,167.91019428008897,0,0,0,0
1776369600,4814.8,4815.1,4809,4810,0,1,0,0,4833.412864644644,4790.687135355356,4831.192803610607,4845.307401107214,4817.078206114001,12.208576429762427,1728,3466.621097002953,6503.897468256644,48.41080001356471,0,0,0,0
1776371400,4810.1,4812.2,4805.6,4810.6,1,0,0,0,4829.9119457414545,4787.888054258546,4831.0463240248355,4845.22516988385,4816.867478165821,11.8079638276365,2078,3003.7473980019686,5199.931645504429,93.37137861052935,0,0,0,0
1776376800,4811.1,4819,4811.1,4815,1,0,0,0,4836.346806759922,4793.753193240078,4815.033333333334,4815.033333333334,4815.033333333334,11.564537839948153,3892,3299.831598667979,4505.621097002953,295.32428299634023,0,0,0,0
1776378600,4815.1,4817.8,4811.2,4815.6,1,0,0,0,4834.614891991357,4794.385108008643,4814.962213384397,4815.0446468482105,4814.879779920583,11.209927994237598,2897,3165.554399111986,4949.747398001969,297.81594555708,0,0,0,0
1776380400,4815.6,4818.6,4812.4,4815.3,0,1,0,0,4834.878113991974,4796.121886008026,4815.099815780327,4815.32498984995,4814.874641710704,10.852075994649251,2801,3044.0362660746573,4748.331598667979,264.3747115857393,0,0,0,0
1776382200,4814.9,4817.8,4812.3,4812.3,0,1,0,0,4833.504677278262,4796.595322721739,4814.869284315282,4815.3256494518655,4814.412919178699,10.469784852174303,3004,3030.6908440497714,4566.054399111986,114.42145562743534,0,0,0,0
1776384000,4812.2,4813.9,4806.4,4813.8,1,0,0,0,4829.2864860441,4791.0135139559,4813.89994448592,4815.514329295382,4812.285559676458,10.257657362733282,4819,3626.7938960331808,4546.036266074657,221.6740276086462,0,0,0,0
1776385800,4813.9,4822.5,4813.3,4816,1,0,0,0,4837.773165612379,4798.026834387621,4814.67700621374,4816.681258522826,4812.672753904654,10.182110408252319,5225,4159.5292640221205,5440.190844049771,323.06154037200554,0,0,0,0
1776387600,4815.8,4816.6,4787.8,4789.2,0,1,0,0,4833.867939497209,4770.532060502792,4807.981017940199,4816.356131079727,4799.605904800672,11.511959664805739,14987,7768.686176014748,6239.293896033181,-1010.9511540210578,0,0,0,1
1776389400,4789.1,4811.5,4787.5,4809.8,1,0,1,0,4830.105943818837,4768.894056181163,4806.929948092032,4814.658958161706,4799.200938022357,12.403962545891044,9895,8477.457450676498,11653.029264022121,13.547223128070186,0,0,1,0
1776391200,4809.6,4814.2,4808.3,4809.1,0,1,0,0,4832.109090688919,4790.390909311081,4807.260221096563,4814.699528149222,4799.820914043905,11.939393792613087,4795,7249.971633784333,12716.186176014748,7.638214758684057,0,0,0,0
1776393000,4809.3,4815.4,4804,4804.7,0,1,0,0,4833.251298496853,4786.148701503146,4807.322055935612,4814.460740702294,4800.1833711689305,11.900865664569269,4548,6349.314422522889,10874.957450676498,-131.64971168567195,0,1,0,1
1776394800,4804.4,4819.1,4804.4,4814.8,1,0,0,0,4837.251205747079,4786.248794252921,4807.805336901596,4814.79354782749,4800.817125975702,12.100803831385802,5539,6079.209615015259,9523.971633784333,297.0101500941139,0,0,1,0
1776396600,4814.7,4817.5,4812.2,4813.8,0,1,0,0,4834.922548193716,4794.777451806284,4808.08121248438,4815.05211402773,4801.11031094103,11.615032129143971,2682,4946.806410010173,9118.81442252289,232.93166860058545,0,0,0,0
1776398400,4813.8,4817.3,4813.2,4816.8,1,0,0,0,4833.9173661798795,4796.5826338201205,4808.302219038666,4815.2911948875435,4801.313243189789,11.078244119919429,1927,3940.2042733401154,7420.209615015259,354.5570252867807,0,0,0,0
1776400200,4816.9,4826.2,4816.3,4824,1,0,0,0,4842.691125738459,4799.808874261541,4809.128361658037,4816.6587469675915,4801.597976348482,10.994083825639445,4246,4042.1361822267436,5910.306410010173,605.0769569750131,0,0,0,0
1776402000,4823.9,4827.4,4820.7,4825,1,0,0,0,4843.431045328569,4804.668954671431,4809.809274254817,4817.814592294433,4801.803956215201,10.687363552379471,3333,3805.757454817829,6063.204273340116,570.1228036363955,0,0,0,0
1776403800,4824.6,4826.9,4815.1,4815.8,0,1,0,1,4843.0502563765285,4798.9497436234715,4810.481445550064,4818.570668498041,4802.392222602086,10.766837584352315,5707,4439.504969878552,5708.636182226744,85.77444877781022,0,0,0,0
1776405600,4815.7,4816.8,4804.5,4805,0,1,0,0,4833.114523778205,4788.185476221795,4810.34564445413,4818.121750123519,4802.569538784741,10.87634918547002,6906,5261.669979919035,6659.257454817829,-474.51130197026487,0,0,0,1
1776407400,4805,4808,4800,4805.7,1,0,0,0,4824.006343508333,4783.993656491667,4809.99353262762,4817.654759183604,4802.332306071636,10.67089567222216,5658,5393.77998661269,7892.5049698785515,-316.267582255048,0,0,0,0
1776409200,4806,4813.7,4804.9,4812.1,1,0,0,0,4829.505890400595,4789.094109599405,4810.005738221537,4817.469630626524,4802.54184581655,10.537260267063447,4980,5255.85332440846,8090.669979919035,93.13924328495617,0,0,1,0
1776411000,4812.3,4815.3,4800.4,4805.7,0,1,0,0,4831.573326800553,4784.1266731994465,4809.826541512141,4817.087176561269,4802.565906463014,10.84888453370181,6510,5673.902216272307,7883.77998661269,-169.74627976408146,0,0,0,1
1776412800,4805.8,4812.6,4802.4,4806.2,1,0,0,0,4828.803803457657,4786.196196542343,4809.716876938226,4816.852192944961,4802.581560931491,10.802535638437448,4318,5221.9348108482045,8510.853324408461,-95.69008867889158,0,0,0,0
1776414600,4806,4818.6,4805.9,4817.7,1,0,0,0,4835.007103210681,4789.492896789319,4809.897649811993,4816.936861256933,4802.858438367052,10.93806880712054,4712,5051.956540565469,7832.902216272307,357.8112434305201,0,0,1,0
1776416400,4817.7,4822.8,4813.5,4817.7,0,0,0,0,4839.03159583849,4797.26840416151,4810.236454574394,4817.31521430777,4803.157694841018,10.821063892326228,4948,5017.304360376979,7577.9348108482045,316.68697949627654,0,0,0,0
1776418200,4817.8,4820.7,4811.8,4812.5,0,1,0,0,4836.725767564311,4795.774232435689,4810.395566283827,4817.407536455857,4803.3835961117975,10.683845042874328,4089,4707.869573584653,7525.9565405654685,51.87147052750473,0,0,0,0
1776420000,4812.5,4816.1,4809,4811.6,0,1,0,0,4831.741784166861,4793.358215833139,4810.4482930531985,4817.365748515401,4803.530837590996,10.427856111240473,3616,4343.913049056436,7061.80436037698,21.5548912028664,0,0,0,0
1776421800,4811.3,4811.8,4803.9,4809,0,1,0,0,4827.170942440656,4788.5290575593435,4810.383697170442,4817.209720068155,4803.55767427273,10.247294960437623,3786,4157.942032704291,6515.869573584654,-63.888089422081066,0,0,0,1
1776423600,4809.1,4815.3,4805.4,4814.7,1,0,0,0,4830.633732266324,4790.066267733676,4810.418485123992,4817.163718150377,4803.673252097607,10.22248817754926,3269,3861.6280218028605,6236.913049056437,144.54916075179966,0,0,1,0
1776425400,4814.9,4834.1,4811.4,4821.8,1,0,0,1,4850.770608533016,4794.729391466984,4811.187031827305,4818.344623743534,4804.029439911076,11.11373902201008,9095,5606.085347868573,5792.442032704291,399.60762850916865,0,0,0,0
1776427200,4821.7,4842.1,4819.9,4839.6,1,0,0,0,4859.958422209229,4802.041577790771,4812.695116165066,4821.625568994497,4803.764663335634,11.905614806152268,10128,7113.390231912382,8409.128021802859,1112.954844972303,0,0,0,0
1776429000,4839.8,4870.5,4837.6,4869,1,0,0,0,4890.607820622855,4817.4921793771455,4819.341814289519,4837.566272039994,4801.117356539044,13.405213748569937,25506,13244.260154608255,10670.085347868573,3048.222172459295,0,0,0,0
1776430800,4868.9,4914,4856.9,4873.9,1,0,0,0,4938.789404864079,4832.11059513592,4830.178553468469,4859.015344961032,4801.341761975906,16.526269909386397,37474,21320.84010307217,19866.39023191238,2783.905835958495,0,0,0,0
1776432600,4874,4905.6,4870.7,4903.7,1,0,0,0,4932.35801880236,4843.94198119764,4837.448521366714,4871.243750113127,4803.653292620301,17.83867920157312,28007,23549.560068714778,31981.26015460825,4482.520401636835,0,0,0,0
1776434400,4903.5,4908.7,4883.5,4894.6,0,1,0,0,4936.246731745048,4855.953268254952,4841.7824756934415,4877.702381630445,4805.862569756438,18.36448783003217,19593,22230.70671247652,35324.340103072165,2943.0031113503414,0,0,0,0
1776436200,4894.6,4906.1,4892.1,4896.1,1,0,0,0,4933.179108048974,4865.020891951027,4844.815277392885,4881.995377916687,4807.635176869083,18.052738699315587,14963,19808.13780831768,33346.06006871478,2469.086765611538,0,0,0,0
1776438000,4896.2,4903.5,4884.9,4888.2,0,1,0,0,4930.637743188332,4857.762256811668,4847.479924663142,4885.213027441243,4809.746821885041,18.09182879222164,16556,18724.091872211786,29712.206712476516,1244.7535522298435,0,0,0,0
1776439800,4888.7,4896.9,4877,4889.4,1,0,0,0,4924.231475817737,4849.668524182262,4848.951776705119,4886.752565209233,4811.150988201006,18.2209838784915,11164,16204.061248141192,28086.13780831768,944.6933810660721,0,0,0,0
1776441600,4889.7,4895.9,4885.7,4890,1,0,0,0,4922.372084687899,4859.227915312101,4849.751727439721,4887.6203629213305,4811.883091958112,17.648056458599235,5994,12800.707498760796,24306.091872211786,673.1027171402882,0,0,0,0
1776443400,4889.9,4895.5,4887,4889.1,0,1,0,0,4920.991935781621,4861.508064218379,4850.357773393325,4888.266492045978,4812.449054740672,16.994623854413575,4700,10100.47166584053,19201.061248141195,388.7755759926938,0,0,0,0
1776445200,4889.3,4891.8,4875.5,4880.4,0,1,0,0,4917.217511797219,4850.082488202781,4851.280715337988,4889.026800859968,4813.534629816008,16.94500786481262,9330,9843.647777227021,15150.707498760796,-283.39347158828343,0,0,0,1
1776447000,4880.4,4885.5,4875.6,4884.7,1,0,0,0,4910.162689525989,4850.937310474012,4851.789350323525,4889.425202248467,4814.153498398582,16.441793017325978,5494,8393.765184818014,14765.47166584053,-125.7112341434165,0,0,0,0
1776448800,4884.7,4890.4,4880.7,4882.6,0,1,0,0,4914.340354559847,4856.759645440153,4852.36980080816,4889.920594719715,4814.819006896605,15.960236373231252,5969,7585.51012321201,12590.647777227021,-342.33673585451356,0,0,0,0
1776450600,4882.7,4888.5,4877,4879.9,0,1,0,0,4911.962472091286,4853.537527908714,4852.734390694132,4890.19358035394,4815.275201034325,15.641648060857591,4228,6466.34008214134,11378.265184818014,-491.8462853100183,0,0,0,0
1776452400,4879.8,4880.6,4875,4878.2,0,1,0,0,4902.986581227624,4852.6134187723765,4853.028759271487,4890.366812818196,4815.690705724777,14.924387485082075,4034,5655.560054760893,9699.51012321201,-621.9036479770816,0,0,0,0
1776454200,4878.2,4882.6,4873.6,4875.4,0,1,0,0,4904.3518254256505,4851.84817457435,4853.42708116165,4890.5838492238645,4816.270313099435,14.501216950433356,5786,5699.040036507262,8483.34008214134,-784.5259028672626,0,0,0,0
1776456000,4875.4,4876.3,4865.2,4867,0,1,0,0,4897.687409323818,4843.812590676182,4853.725842650567,4890.599616852187,4816.852068448947,14.258272882545285,6650,6016.026691004841,8548.560054760892,-1215.7378355273509,0,0,0,0
1776457800,4866.6,4867.9,4847.9,4848.1,0,1,0,0,4889.902594372116,4825.897405627883,4853.743028597859,4890.266187852067,4817.219869343651,14.668396248077764,6906,6312.684460669894,9024.040036507262,-1686.378234527087,0,0,0,0
1776636000,4812.5,4815.1,4777.6,4805.2,0,1,1,0,4843.084551916966,4749.615448083035,4799.3,4799.3,4799.3,18.65636794464364,15769,9464.789640446596,9469.026691004841,-1746.1748105221052,0,0,0,0
1776637800,4804.8,4810.7,4797.2,4799.5,0,1,0,0,4838.1320839228965,4769.767916077103,4799.996218605188,4801.3076955994175,4798.684741610959,18.288055948597666,4444,7791.193093631064,14197.184460669894,-1658.1071585451364,0,0,0,0
1776639600,4799.5,4799.6,4788.1,4789.3,0,1,0,0,4826.304792214119,4761.395207785882,4798.28285703311,4801.678307642772,4794.887406423449,17.80319480941212,5821,7134.462062420709,11686.789640446596,-1896.3296050262084,0,0,0,0
1776641400,4789.4,4793.7,4756.2,4774.7,0,1,0,0,4822.515164198824,4727.3848358011755,4790.089967952719,4801.588580545654,4778.591355359785,19.21010946588268,14011,9426.64137494714,10701.693093631064,-2108.3279666347257,0,0,0,0
1776643200,4774.9,4785.8,4763.7,4785.5,1,0,0,0,4814.92479532748,4734.57520467252,4787.819992477213,4799.143589778838,4776.496395175589,19.416530218319657,9582,9478.427583298093,14139.96206242071,-1317.4202257956117,0,0,0,0
1776645000,4785.3,4794,4778.9,4792.1,1,0,0,0,4822.662309946945,4750.237690053054,4787.886558168628,4798.451907802362,4777.321208534893,19.10820663129685,7394,8783.618388865396,14217.64137494714,-782.5024944587217,0,0,0,0
1776646800,4791.9,4823,4790.3,4821.9,1,0,0,0,4853.118573522163,4760.181426477837,4792.853187727654,4806.3494293771,4779.356946078207,20.07904901477563,15000,10855.74559257693,13175.427583298093,640.4667614382672,0,0,1,0
1776648600,4821.8,4834.3,4820.2,4827.7,1,0,0,0,4863.777961127724,4790.722038872276,4797.368666666667,4814.513533757752,4780.223799575582,19.651974085148826,10829,10846.830395051287,16283.618388865394,927.8496938065784,0,0,0,0
1776650400,4827.5,4829,4816.9,4819.7,0,1,0,0,4857.668821047172,4788.231178952828,4799.403998583397,4817.159108367884,4781.64888879891,19.11254736478108,7507,9733.553596700858,16270.245592576932,274.15018821047374,0,0,0,0
1776652200,4819.7,4821.3,4812,4816.8,0,1,0,0,4848.91747668666,4784.38252331334,4800.455874771329,4818.152168472788,4782.75958106987,18.41165112443959,5851,8439.369064467239,14600.330395051287,22.87279951667523,0,0,0,0
1776654000,4816.4,4818,4808.5,4814.9,0,1,0,0,4844.662656923327,4781.837343076673,4801.162815237721,4818.641434420319,4783.684196055123,17.775104615551047,5382,7420.2460429781595,12659.053596700858,-90.46283833465696,0,0,0,1
