time,open,high,low,close,Shapes,Shapes,Bullish Sweep,Bearish Sweep,ATR Short Stop Loss,ATR Long Stop Loss,VWAP,Upper Band #1,Lower Band #1,ATR,Volume,Volume EMA,Spike Threshold,CVD Oscillator,Bullish Divergence,Bearish Divergence,Bullish Cross,Bearish Cross
1781244000,29402,29458.5,29390.5,29440.75,1,0,0,0,29513.002980844143,29335.997019155857,29531.669654997597,29577.290132583108,29486.049177412086,36.33532056276295,6597,6154.701198209669,8900.327695971757,-246.86916960556175,0,0,0,0
1781244300,29440.25,29460,29419,29442,1,0,0,0,29515.002767926704,29363.997232073296,29530.523387442357,29576.982945893757,29484.06382899096,36.66851195113703,4471,5593.4674654731125,9232.051797314503,-164.08146070690532,0,0,0,0
1781244600,29441.75,29474.75,29434.25,29460.75,1,0,0,0,29530.16328450337,29378.83671549663,29529.764981562144,29576.582203244405,29482.947759879884,36.94218966891295,3692,4959.644976982075,8390.201198209668,49.55360629642735,0,0,1,0
1781244900,29460.5,29462.25,29431.25,29431.5,0,1,0,0,29517.026621324556,29376.473378675444,29529.157319808623,29576.379121751826,29481.93551786542,36.517747549704886,2500,4139.7633179880495,7439.467465473112,-159.57180473433482,0,0,0,1
1781245200,29431.75,29442,29416.25,29434.75,1,0,0,0,29495.62293408709,29362.62706591291,29528.536762448104,29576.24764340535,29480.82588149086,35.74862272472596,2306,3528.5088786587,6209.644976982074,-83.67361085744011,0,0,0,0
1781245500,29436,29442.25,29420.75,29424.5,0,1,0,0,29494.346295938012,29368.653704061988,29528.017243659837,29576.139816083803,29479.89467123587,34.73086395867411,1917,2991.3392524391334,5292.7633179880495,-142.94659202837965,0,0,0,0
1781245800,29425.5,29425.75,29402,29406.75,0,1,0,0,29476.669774799582,29351.080225200418,29527.137358882253,29576.127580409284,29478.147137355223,33.94651653305453,2790,2924.2261682927556,4487.0088786587,-301.03017848665996,0,0,0,0
1781246100,29406.75,29411.25,29390.75,29394.75,0,1,0,0,29460.72907659961,29341.27092340039,29526.3749433863,29576.204121949333,29476.54576482327,32.986051066407775,2210,2686.150778861837,4386.339252439133,-342.30971692112524,0,0,0,0
1781246400,29395,29397.5,29373,29382.5,0,1,1,0,29446.069856842496,29324.430143157504,29525.310985439202,29576.44163082467,29474.180340053736,32.37990456166436,2805,2725.7671859078914,4029.2261682927556,-386.5129166464016,0,0,0,0
1781246700,29382.75,29394,29366.75,29379.25,0,1,0,0,29442.02022421089,29318.72977578911,29524.28149316271,29576.668109867256,29471.894876458166,32.01348280725976,2672,2707.844790605261,4088.6507788618374,-317.5108952246122,0,0,0,0
